index,APPARENT_TEMPERATURE:TOTAL
2020-01-03 16:15:00,2.9000000953674
2020-01-03 16:30:00,3.4999999205271664
2020-01-03 16:45:00,3.2999999523163
2020-01-03 17:00:00,3.2999999523163
2020-01-03 17:15:00,2.9000000953674
2020-01-03 17:30:00,3.0
2020-01-03 17:45:00,3.0
2020-01-03 18:00:00,3.566666603088367
2020-01-03 18:15:00,4.566666603088367
2020-01-03 18:30:00,5.0
2020-01-03 18:45:00,4.6999998092651
2020-01-03 19:00:00,4.933333237965867
2020-01-03 19:15:00,5.333333492279066
2020-01-03 19:30:00,5.166666507720934
2020-01-03 19:45:00,5.0999999046326
2020-01-03 20:00:00,4.899999936421733
2020-01-03 20:15:00,4.366666793823266
2020-01-03 20:30:00,2.133333285649633
2020-01-03 20:45:00,2.2000000476837
2020-01-03 21:00:00,2.3000000317891334
2020-01-03 21:15:00,2.5
2020-01-03 21:30:00,2.5
2020-01-03 21:45:00,2.5999999046326
2020-01-03 22:00:00,2.5999999046326
2020-01-03 22:15:00,2.8333333333333335
2020-01-03 22:30:00,2.4333333174387666
2020-01-03 22:45:00,2.2999999523163
2020-01-03 23:00:00,2.2666666507721
2020-01-03 23:15:00,2.1333332856496336
2020-01-03 23:30:00,2.5999999046326
2020-01-03 23:45:00,2.4000000953674
2020-01-04 00:00:00,2.566666762034067
2020-01-04 00:15:00,2.8333333333333335
2020-01-04 00:30:00,2.9000000158945665
2020-01-04 00:45:00,2.9000000953674
2020-01-04 01:00:00,2.8666667143503672
2020-01-04 01:15:00,2.7666666507721
2020-01-04 01:30:00,2.7666666507721
2020-01-04 01:45:00,2.7000000476837
2020-01-04 02:00:00,2.7000000476837
2020-01-04 02:15:00,2.6333332856496336
2020-01-04 02:30:00,1.0
2020-01-04 02:45:00,1.0
2020-01-04 03:00:00,0.8999999960263567
2020-01-04 03:15:00,0.69999998807907
2020-01-04 03:30:00,0.5
2020-01-04 03:45:00,0.5
2020-01-04 04:00:00,0.5666666626930233
2020-01-04 04:15:00,0.69999998807907
2020-01-04 04:30:00,0.60000002384186
2020-01-04 04:45:00,0.60000002384186
2020-01-04 05:00:00,0.6333333452542633
2020-01-04 05:15:00,0.69999998807907
2020-01-04 05:30:00,0.69999998807907
2020-01-04 05:45:00,0.69999998807907
2020-01-04 06:00:00,0.69999998807907
2020-01-04 06:15:00,0.69999998807907
2020-01-04 06:30:00,0.69999998807907
2020-01-04 06:45:00,0.69999998807907
2020-01-04 07:00:00,0.69999998807907
