season;dayOfWeek;hour;meanP;stdP;meanQ;stdQ
summer;3;5;5747.96826171875;1466.3253173828125;-1319.8400268554688;248.2205581665039
summer;3;6;5834.8812255859375;1465.3862915039062;-1314.101318359375;249.1774139404297
summer;3;7;5830.71875;1480.7404174804688;-1317.509033203125;247.07424926757812
summer;3;8;5806.734130859375;1475.5899963378906;-1317.5103454589844;247.38970184326172
summer;3;9;5829.014892578125;1462.9567565917969;-1322.6464233398438;245.70855712890625
summer;3;10;5819.56689453125;1465.5777893066406;-1327.5689086914062;245.78563690185547
summer;3;11;5823.79736328125;1483.9009704589844;-1330.47216796875;245.73682403564453
summer;3;12;5801.8480224609375;1481.1134033203125;-1335.0190734863281;248.39783477783203
summer;3;13;5741.11376953125;1464.4713745117188;-1338.0591430664062;247.26568603515625
summer;3;14;5724.663818359375;1446.7914428710938;-1345.4075317382812;249.60762786865234
summer;3;15;5723.38037109375;1485.3990478515625;-1355.604736328125;245.81304168701172
summer;3;16;5660.4793701171875;1463.665771484375;-1362.5201721191406;246.79071807861328
summer;3;17;5641.1700439453125;1477.583251953125;-1361.1549682617188;247.63726806640625
summer;3;18;5632.64697265625;1478.7111511230469;-1364.4642028808594;248.21961212158203
summer;3;19;5625.5313720703125;1483.5079040527344;-1355.8001098632812;246.7109832763672
summer;3;20;5659.075927734375;1470.0541687011719;-1349.4306945800781;248.18824768066406
summer;3;21;5672.099365234375;1467.3927612304688;-1334.7245178222656;250.8850860595703
summer;3;22;5629.4283447265625;1466.6567077636719;-1339.2363891601562;250.17605590820312
summer;3;23;5623.8568115234375;1471.2055358886719;-1341.3418579101562;246.50090789794922
summer;4;0;5617.3126220703125;1469.5165100097656;-1348.1648864746094;250.46967315673828
summer;4;1;5606.9586181640625;1474.2312316894531;-1347.7493286132812;247.3822021484375
summer;4;2;5669.093017578125;1456.9975280761719;-1344.9817199707031;247.32423400878906
summer;4;3;5732.1468505859375;1455.2582092285156;-1330.6883850097656;250.2471694946289
summer;4;4;5806.4422607421875;1445.5867004394531;-1323.2269287109375;248.70562744140625
summer;4;5;5800.9539794921875;1489.17236328125;-1311.0755920410156;246.96031188964844
summer;4;6;5833.153564453125;1465.9653625488281;-1307.8175354003906;248.52035522460935
summer;4;7;5866.5860595703125;1480.8599853515625;-1305.3775024414062;248.87322998046875
summer;4;8;5813.6585693359375;1472.8320922851562;-1314.2203979492188;248.55210876464844
summer;4;9;5798.8221435546875;1478.0657653808594;-1322.7998352050781;249.91173553466797
summer;4;10;5796.84814453125;1470.6071472167969;-1324.1917724609375;244.75010681152344
summer;4;11;5773.758544921875;1485.202880859375;-1329.0138244628906;248.24037170410156
summer;4;12;5773.2420654296875;1463.4294738769531;-1332.6631774902344;249.01663208007812
summer;4;13;5738.20849609375;1468.9267883300781;-1334.3509521484375;248.71351623535156
summer;4;14;5692.224365234375;1477.0110168457031;-1346.8748779296875;252.43953704833984
summer;4;15;5699.1712646484375;1465.1107788085938;-1353.4600524902344;248.24813079833984
summer;4;16;5665.900146484375;1475.5043029785156;-1360.4531860351562;248.3232650756836
summer;4;17;5649.37060546875;1471.5855407714844;-1353.2787475585938;247.41477966308594
summer;4;18;5632.2694091796875;1463.3963623046875;-1361.7746276855469;248.08318328857422
summer;4;19;5672.7828369140625;1478.5530395507812;-1350.0953063964844;248.8910675048828
summer;4;20;5691.9478759765625;1461.5907592773438;-1339.8146667480469;247.48444366455078
summer;4;21;5670.552490234375;1470.9700317382812;-1340.3498229980469;246.90547943115234
summer;4;22;5681.8828125;1481.297607421875;-1332.480224609375;246.57972717285156
summer;4;23;5632.315673828125;1473.0678405761719;-1347.9715576171875;248.49077606201172
summer;5;0;5599.2105712890625;1492.3185729980469;-1351.8381958007812;248.07803344726562
summer;5;1;5608.3916015625;1470.1188354492188;-1352.3844909667969;251.4673194885254
summer;5;2;5653.0948486328125;1469.2601928710938;-1342.2178039550781;249.793701171875
summer;5;3;5680.0499267578125;1469.2751159667969;-1339.454833984375;247.7221794128418
summer;5;4;5725.4493408203125;1471.6581420898438;-1331.3550109863281;246.5859031677246
summer;5;5;5763.546142578125;1476.1373291015625;-1321.4385986328125;247.97990036010742
summer;5;6;5814.28759765625;1493.6201477050781;-1318.1518859863281;251.3226089477539
summer;5;7;5804.51513671875;1461.6703186035156;-1318.3897705078125;249.5841407775879
summer;5;8;5753.683349609375;1475.8533325195312;-1326.3877563476562;245.18282318115234
summer;5;9;5786.2506103515625;1477.7968444824219;-1324.0598449707031;246.43850708007812
summer;5;10;5761.9827880859375;1452.7021484375;-1333.4339904785156;248.11633682250977
summer;5;11;5731.4918212890625;1486.8358154296875;-1332.4031066894531;248.76772689819336
summer;5;12;5763.001708984375;1491.4645385742188;-1333.2513122558594;247.6985740661621
summer;5;13;5748.6624755859375;1465.2724914550781;-1338.8782043457031;250.68869400024414
summer;5;14;5705.982666015625;1463.050048828125;-1342.4210815429688;245.89293670654297
summer;5;15;5697.0501708984375;1479.8114929199219;-1346.8565673828125;247.96923828125
summer;5;16;5658.2618408203125;1485.2753601074219;-1353.0853881835938;247.53263473510742
summer;5;17;5660.596923828125;1479.331298828125;-1349.0733337402344;246.56367874145508
summer;5;18;5692.56884765625;1465.7433776855469;-1345.5894470214844;248.30235290527344
summer;5;19;5649.2760009765625;1467.5054016113281;-1342.5972290039062;247.02691268920898
summer;5;20;5656.39794921875;1495.4076538085938;-1341.3900451660156;249.59828567504883
summer;5;21;5647.8582763671875;1486.8388366699219;-1348.1613464355469;250.8369598388672
summer;5;22;5623.40380859375;1476.2938842773438;-1342.987060546875;248.53808212280273
summer;5;23;5613.7393798828125;1496.568603515625;-1343.867431640625;246.37851333618164
summer;6;0;5590.4019775390625;1479.6345825195312;-1339.6817626953125;245.34940338134766
summer;6;1;5618.4798583984375;1465.1792297363281;-1333.3166198730469;245.45252227783203
