season;dayOfWeek;hour;meanP;stdP;meanQ;stdQ
winter;4;21;9896.732177734375;2437.8048095703125;-1278.5951538085938;406.25305938720703
winter;4;22;8463.123291015625;2413.484619140625;-1295.1266174316406;399.0244445800781
winter;4;23;6984.700439453125;2406.1441650390625;-1257.6623840332031;402.3706817626953
winter;5;0;5930.664794921875;2431.8548583984375;-1257.8506774902344;406.31494140625
winter;5;1;4926.129150390625;2399.7376708984375;-1210.5063171386719;406.51248931884766
winter;5;2;4654.803955078125;2376.8768310546875;-1200.3431091308594;397.6671600341797
winter;5;3;4642.9737548828125;2366.3417358398438;-1190.0856323242188;398.83055114746094
winter;5;4;4821.7659912109375;2410.5972900390625;-1177.6980590820312;396.37036895751953
winter;5;5;5204.17333984375;2369.7346801757812;-1145.1920166015625;404.9402770996094
winter;5;6;5702.9144287109375;2393.62744140625;-1115.0584411621094;403.6022186279297
winter;5;7;7076.65185546875;2412.8723754882812;-995.1783752441406;402.9478302001953
winter;5;8;8854.175048828125;2392.4111938476562;-836.0275726318359;416.63443756103516
winter;5;9;10838.118896484375;2424.8508911132812;-567.8023071289062;411.6588897705078
winter;5;10;12239.32568359375;2442.1546020507812;-402.6149368286133;408.6221923828125
winter;5;11;13148.03955078125;2417.5921630859375;-380.0873565673828;410.1862487792969
winter;5;12;13329.522705078125;2446.3240356445312;-428.37012481689453;407.3665466308594
winter;5;13;12960.58056640625;2408.9528198242188;-553.9194183349609;410.16649627685547
winter;5;14;12127.165771484375;2392.6500244140625;-712.5815734863281;402.99163818359375
winter;5;15;11942.228759765625;2401.738037109375;-817.9884185791016;401.2787628173828
winter;5;16;13498.681884765625;2460.0116577148438;-875.0541229248047;407.0049057006836
winter;5;17;14550.57373046875;2466.4988403320312;-944.5225219726562;408.28468322753906
winter;5;18;14614.404541015625;2463.5638427734375;-1070.9676208496094;404.69158935546875
winter;5;19;13715.2646484375;2434.9682006835938;-1214.1123962402344;401.23731231689453
winter;5;20;12137.6953125;2411.5496826171875;-1328.7252197265625;407.6657028198242
winter;5;21;10614.20556640625;2419.9362182617188;-1383.7379150390625;401.46691131591797
winter;5;22;9120.247802734375;2400.3244018554688;-1378.9736022949219;402.1903305053711
winter;5;23;7475.113037109375;2426.8772583007812;-1333.0035705566406;397.77333068847656
winter;6;0;6008.0023193359375;2409.81103515625;-1265.911865234375;403.0321350097656
winter;6;1;4976.7061767578125;2422.5249633789062;-1204.7084350585938;405.35166931152344
winter;6;2;4712.894775390625;2418.1077270507812;-1206.1790161132812;402.6315383911133
winter;6;3;4660.4488525390625;2423.721923828125;-1172.9003295898438;407.17528533935547
winter;6;4;4877.32421875;2427.19775390625;-1168.4578552246094;402.4159698486328
winter;6;5;5202.2623291015625;2405.72705078125;-1146.8937683105469;402.8203659057617
winter;6;6;5750.022216796875;2419.7291870117188;-1103.8694763183594;401.7721862792969
winter;6;7;7111.7113037109375;2418.2193603515625;-982.5579681396484;399.85890197753906
winter;6;8;8812.685791015625;2408.4720458984375;-792.3014984130859;411.1357879638672
winter;6;9;10769.0849609375;2444.748291015625;-504.00057220458984;407.83509826660156
winter;6;10;12298.654541015625;2431.5518188476562;-374.1102828979492;412.6764831542969
winter;6;11;13259.131591796875;2433.21337890625;-373.90802001953125;407.22228240966797
winter;6;12;13549.736328125;2394.67724609375;-456.0279235839844;413.4495086669922
winter;6;13;13173.218505859375;2431.2586059570312;-576.5120849609375;403.8623352050781
winter;6;14;12321.98291015625;2423.0172119140625;-737.1759185791016;403.9997863769531
winter;6;15;11984.5771484375;2394.4113159179688;-861.6460113525391;402.6457061767578
winter;6;16;13791.279052734375;2387.9378051757812;-893.9576110839844;400.26868438720703
winter;6;17;14940.688232421875;2412.0391235351562;-954.6643218994141;404.6227722167969
winter;6;18;14937.591796875;2400.1063842773438;-1058.3401794433594;404.4326705932617
winter;6;19;14063.16015625;2405.5170288085938;-1186.1584167480469;406.1830749511719
